Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,cover_url,cover_path
8070873,Boyd Norton's Outdoor Digital Photography Handbook: How to Shoot Like a Pro,Boyd Norton,"Norton, Boyd",,"=""0760332983""","=""9780760332986""",5,4.29,Voyageur Press,Paperback,208.0,2010.0,2010.0,2016/12/26,2016/11/19,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1405864765i/8070873.jpg,images/book-cover/0760332983.jpg
855029,The Power of Now: (20th Anniversary Edition),Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",3,4.15,Hodder & Stoughton,Paperback,191.0,2001.0,1997.0,2016/12/19,2016/05/20,,,read,,,,1,1,,
25254949,SELECTED WORKS [SANJAYAN],Sanjayan,"Sanjayan, Sanjayan",,"=""""","=""""",5,3.57,THARJUMA BOOKS,Kindle Edition,80.0,2009.0,2009.0,2016/12/14,2016/12/14,,,read,,,,1,0,,
16118820,ലോല | Lola,P. Padmarajan,"Padmarajan, P.",,"=""""","=""""",5,4.01,DC Books,Paperback,170.0,,,2016/12/13,2016/12/12,,,read,,,,1,0,,
13170523,പ്രേമലേഖനം [Premalekhanam],Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""8171300243""","=""""",0,4.15,DC Books,Paperback,52.0,2005.0,1943.0,2016/12/12,2016/12/12,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1323256439i/13170523.jpg,images/book-cover/8171300243.jpg
18248210,Neypayasam | നെയ്പ്പായസം,Kamala Suraiyya Das,"Das, Kamala Suraiyya",Madhavikutty,"=""""","=""""",5,3.93,,Unknown Binding,,,,2016/12/12,2016/12/12,,,read,,,,1,0,,
13555372,Khasakinte Ithihasam,O.V. Vijayan,"Vijayan, O.V.",,"=""""","=""""",0,4.13,,Unknown Binding,,,1969.0,2016/12/11,2016/11/28,,,read,,,,1,0,,
66322,Creativity: Flow and the Psychology of Discovery and Invention,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060928204""","=""9780060928209""",0,4.06,Harper Perennial,Paperback,372.0,1997.0,1996.0,,2016/10/22,to-read,to-read (#33),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388185796i/66322.jpg,images/book-cover/0060928204.jpg
13495065,"I, Steve: Steve Jobs in his own words",George Beahm,"Beahm, George",,"=""9350292009""","=""9789350292006""",5,3.45,Genre Business,Paperback,178.0,2011.0,2011.0,2016/10/22,2016/03/31,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1329865159i/13495065.jpg,images/book-cover/9350292009.jpg
19499468,Unlimited Power: The New Science of Personal Achievement,Tony Robbins,"Robbins, Tony",,"=""""","=""""",3,4.22,Simon & Schuster UK,Kindle Edition,450.0,2012.0,1986.0,2016/10/21,2016/02/27,,,read,,,,1,1,,
476111,How to Have Creative Ideas: 62 Games to Develop the Mind,Edward de Bono,"Bono, Edward de",,"=""009191048X""","=""9780091910488""",2,3.69,Vermilion,Paperback,224.0,2008.0,2007.0,2016/10/07,2016/03/13,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320517786i/476111.jpg,images/book-cover/009191048X.jpg
13547127,Chicken Soup for the Soul: The Power of Positive: 101 Inspirational Stories about Changing Your Life through Positive Thinking,Jack Canfield,"Canfield, Jack","Mark Victor Hansen, Amy Newmark, Lisa Wojcik, Lisa Hutchison","=""1611599032""","=""9781611599039""",3,4.08,Chicken Soup for the Soul,Paperback,416.0,2012.0,2012.0,2016/10/07,2016/05/20,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344393806i/13547127.jpg,images/book-cover/1611599032.jpg
175078,The Seven Storey Mountain,Thomas Merton,"Merton, Thomas",,"=""0156010860""","=""9780156010863""",0,4.08,"Harcourt, Inc.",Paperback,467.0,1999.0,1948.0,,2016/09/18,to-read,to-read (#32),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347432281i/175078.jpg,images/book-cover/0156010860.jpg
24905747,The Art of Creative Thinking,Rod Judkins,"Judkins, Rod",,"=""1444794485""","=""9781444794489""",5,4.0,Sceptre,Hardcover,288.0,2015.0,2015.0,2016/09/11,2016/05/20,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1424295915i/24905747.jpg,images/book-cover/1444794485.jpg
17452149,ചിരിക്കുന്ന മരപ്പാവ | Chirikkunna Marappava,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",0,3.78,,Paperback,112.0,2012.0,1979.0,,2016/09/11,to-read,to-read (#31),to-read,,,,0,0,,
24803451,Human Universe,Brian Cox,"Cox, Brian",Andrew    Cohen,"=""0008125082""","=""9780008125080""",0,4.28,Harperpress,Paperback,260.0,2015.0,2014.0,,2016/09/11,to-read,to-read (#30),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436563944i/24803451.jpg,images/book-cover/0008125082.jpg
25390216,മുച്ചീട്ടുകളിക്കാരന്റെ മകളും ചില ഗടാഗടിയൻ നോവലുകളും | Mucheettukalikkarante Makalum Chila Gadagadiyan Novelukalum,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""8126442204""","=""9788126442201""",0,3.97,DC Books,Paperback,262.0,2013.0,2013.0,,2016/09/11,to-read,to-read (#29),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1429470891i/25390216.jpg,images/book-cover/8126442204.jpg
23848518,"The School of Greatness: A Real-World Guide to Living Bigger, Loving Deeper, and Leaving a Legacy",Lewis Howes,"Howes, Lewis",,"=""1623365961""","=""9781623365967""",4,4.03,Rodale Books,Hardcover,272.0,2015.0,2015.0,2016/08/30,2016/05/20,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1438192737i/23848518.jpg,images/book-cover/1623365961.jpg
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",0,3.96,Workman Publishing Company,Paperback,160.0,2012.0,2012.0,,2016/08/27,to-read,to-read (#28),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1404576602i/13099738.jpg,images/book-cover/0761169253.jpg
17236175,Just Enough Research,Erika Hall,"Hall, Erika",Jeffrey Zeldman,"=""1937557103""","=""9781937557102""",0,4.19,A Book Apart,Paperback,154.0,2013.0,2013.0,,2016/08/27,to-read,to-read (#27),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1379351795i/17236175.jpg,images/book-cover/1937557103.jpg
17978317,Drawing Ideas: A Hand-Drawn Approach for Better Design,Mark Baskinger,"Baskinger, Mark",William Bardel,"=""038534452X""","=""9780385344524""",0,4.13,Watson-Guptill,Kindle Edition,578.0,2013.0,2013.0,,2016/08/27,to-read,to-read (#26),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1393787518i/17978317.jpg,images/book-cover/038534452X.jpg
613547,"Design, Form, and Chaos",Paul Rand,"Rand, Paul",,"=""0300055536""","=""9780300055535""",0,4.2,Yale University Press,Hardcover,224.0,1993.0,1993.0,,2016/08/27,to-read,to-read (#25),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328827449i/613547.jpg,images/book-cover/0300055536.jpg
17841905,Product Design for the Web: Principles of Designing & Releasing Web Products,Randy J. Hunt,"Hunt, Randy J.",,"=""0321929039""","=""9780321929037""",0,3.76,New Riders Pub,Paperback,214.0,2013.0,2013.0,,2016/08/27,to-read,to-read (#24),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1372041053i/17841905.jpg,images/book-cover/0321929039.jpg
9967766,"Seductive Interaction Design: Creating Playful, Fun, and Effective User Experiences",Stephen P. Anderson,"Anderson, Stephen P.",,"=""0321725522""","=""9780321725523""",0,4.08,New Riders Pub,Paperback,223.0,2011.0,2011.0,,2016/08/27,to-read,to-read (#23),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348360985i/9967766.jpg,images/book-cover/0321725522.jpg
259031,Why We Buy: The Science of Shopping,Paco Underhill,"Underhill, Paco",,"=""0684849143""","=""9780684849140""",0,3.88,Simon & Schuster,Paperback,256.0,2000.0,1999.0,,2016/08/27,to-read,to-read (#22),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1439821096i/259031.jpg,images/book-cover/0684849143.jpg
25520974,"Articulating Design Decisions: Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,"Greever, Tom",,"=""1491921560""","=""9781491921562""",0,4.14,O'Reilly Media,Paperback,259.0,2015.0,2015.0,,2016/08/27,to-read,to-read (#21),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1444647757i/25520974.jpg,images/book-cover/1491921560.jpg
6543483,Design Is The Problem: The Future of Design Must Be Sustainable,Nathan Shedroff,"Shedroff, Nathan",,"=""1933820004""","=""9781933820002""",0,3.86,Rosenfeld Media,Paperback,319.0,2009.0,2008.0,,2016/08/27,to-read,to-read (#20),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328343007i/6543483.jpg,images/book-cover/1933820004.jpg
15964482,Design Forward: Creative Strategies for Sustainable Change,Hartmut Esslinger,"Esslinger, Hartmut",,"=""3897903814""","=""9783897903814""",0,4.06,Arnoldsche Art Publishers,Paperback,308.0,2013.0,2012.0,,2016/08/27,to-read,to-read (#19),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1378683524i/15964482.jpg,images/book-cover/3897903814.jpg
12859410,"Damn Good Advice (For People with Talent!): How To Unleash Your Creative Potential by America's Master Communicator, George Lois",George Lois,"Lois, George",,"=""0714863483""","=""9780714863481""",0,3.81,Phaidon Press,Mass Market Paperback,176.0,2012.0,2012.0,,2016/08/27,to-read,to-read (#18),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1329592983i/12859410.jpg,images/book-cover/0714863483.jpg
8295595,Living With Complexity,Donald A. Norman,"Norman, Donald A.",,"=""0262014866""","=""9780262014861""",0,3.86,The MIT Press,Hardcover,298.0,2010.0,2010.0,,2016/08/27,to-read,to-read (#17),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348259168i/8295595.jpg,images/book-cover/0262014866.jpg
10778139,100 Things Every Designer Needs to Know About People,Susan M. Weinschenk,"Weinschenk, Susan M.",,"=""0321767535""","=""9780321767530""",0,4.1,New Riders Pub,Paperback,242.0,2011.0,2011.0,,2016/08/27,to-read,to-read (#16),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348700218i/10778139.jpg,images/book-cover/0321767535.jpg
69736,"Thinking with Type: A Critical Guide for Designers, Writers, Editors, and Students",Ellen Lupton,"Lupton, Ellen",,"=""1568984480""","=""9781568984483""",0,4.12,Princeton Architectural Press,Paperback,176.0,2004.0,2004.0,,2016/08/27,to-read,to-read (#15),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436288210i/69736.jpg,images/book-cover/1568984480.jpg
27832423,Decorative Logo Design,YuÌsuke ShoÌno,"ShoÌno, YuÌsuke",,"=""4861009049""","=""9784861009044""",0,0.0,BNN,Paperback,208.0,2013.0,,,2016/08/27,to-read,to-read (#14),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1447573272i/27832423.jpg,images/book-cover/4861009049.jpg
10909804,Just My Type: A Book About Fonts,Simon Garfield,"Garfield, Simon",,"=""1592406521""","=""9781592406524""",0,3.95,Gotham,Hardcover,384.0,2011.0,2010.0,,2016/08/27,to-read,to-read (#13),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327886002i/10909804.jpg,images/book-cover/1592406521.jpg
14577533,Elegantissima: The Design and Typography of Louise Fili,Louise Fili,"Fili, Louise",,"=""1616890975""","=""9781616890971""",0,4.31,Princeton Architectural Press,Hardcover,256.0,2012.0,2012.0,,2016/08/27,to-read,to-read (#12),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1340790635i/14577533.jpg,images/book-cover/1616890975.jpg
228765,The Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,"Franck, Frederick",,"=""0394719689""","=""9780394719689""",0,4.04,Vintage,Paperback,130.0,1973.0,1973.0,,2016/08/25,to-read,to-read (#11),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403191163i/228765.jpg,images/book-cover/0394719689.jpg
12605157,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,"Guillebeau, Chris",,"=""0307951529""","=""9780307951526""",0,3.89,Crown Currency,Hardcover,268.0,2012.0,2012.0,,2016/08/22,to-read,to-read (#10),to-read,,,,0,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1345666854i/12605157.jpg,images/book-cover/0307951529.jpg
6369945,Designing Brand Identity: An Essential Guide for the Whole Branding Team,Alina Wheeler,"Wheeler, Alina",,"=""0470401427""","=""9780470401422""",0,4.12,John Wiley & Sons Inc,Hardcover,320.0,2009.0,2003.0,,2016/08/16,to-read,to-read (#9),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347551348i/6369945.jpg,images/book-cover/0470401427.jpg
3467088,The Power Of Less: The Fine Art of Limiting Yourself to the Essential,Leo Babauta,"Babauta, Leo",,"=""1401309704""","=""9781401309701""",0,3.71,Balance,Hardcover,170.0,2009.0,2008.0,,2016/07/17,to-read,to-read (#8),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1429915878i/3467088.jpg,images/book-cover/1401309704.jpg
70132,Information Architecture for the World Wide Web: Designing Large-Scale Web Sites,Peter Morville,"Morville, Peter",Louis Rosenfeld,"=""0596527349""","=""9780596527341""",0,3.93,O'Reilly Media,Paperback,526.0,2007.0,1998.0,,2016/06/29,to-read,to-read (#7),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328834902i/70132.jpg,images/book-cover/0596527349.jpg
10144145,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""1612680011""","=""9781612680019""",5,4.1,Plata Publishing,Mass Market Paperback,275.0,2011.0,1997.0,2016/06/27,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328736124i/10144145.jpg,images/book-cover/1612680011.jpg
16204128,ഈ ജീവിതംകൊണ്ട് ഇത്രമാത്രം | Ee Jeevitham Kondu Ithra Mathram,Kamala Suraiyya Das,"Das, Kamala Suraiyya",,"=""""","=""""",4,3.43,D C Books,Paperback,52.0,,,2016/06/20,2016/06/19,,,read,,,,1,0,,
13307199,The Power Of Your Subconscious Mind,Joseph Murphy,"Murphy, Joseph",,"=""9380227582""","=""9789380227580""",5,4.06,Embassy Books,Paperback,256.0,2010.0,1963.0,2016/06/04,2016/02/27,,,read,This is a powerful book elaborates principles of our subconscious mind. ,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1330541452i/13307199.jpg,images/book-cover/9380227582.jpg
383774,Learning JavaScript,Shelley Powers,"Powers, Shelley",,"=""0596527462""","=""9780596527464""",5,3.32,O'Reilly Media,Paperback,304.0,2006.0,2006.0,2016/05/25,2016/05/17,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200387i/383774.jpg,images/book-cover/0596527462.jpg
23055548,Mindfulness Pocketbook: Little Exercises for a Calmer Life,Gill Hasson,"Hasson, Gill",,"=""0857085891""","=""9780857085894""",0,3.67,Capstone,Paperback,128.0,2015.0,2015.0,,2016/05/20,to-read,to-read (#6),to-read,,,,0,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1414351881i/23055548.jpg,images/book-cover/0857085891.jpg
13591902,Introducing Emotional Intelligence: A Practical Guide (Practical Guide Series),David   Walton,"Walton, David",,"=""1848314221""","=""9781848314221""",5,3.65,Icon Books,Paperback,224.0,2013.0,2007.0,2016/05/20,2016/05/17,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344718170i/13591902.jpg,images/book-cover/1848314221.jpg
14486217,The Golden Wayne W. Dyer Collection (Inspiration: Your Ultimate Calling / The Power of Intention / Stop the Excuses!),Wayne W. Dyer,"Dyer, Wayne W.",,"=""1848509987""","=""9781848509986""",5,4.89,Hay House,Paperback,0.0,2012.0,2012.0,2016/05/02,2016/03/14,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356483362i/14486217.jpg,images/book-cover/1848509987.jpg
6533039,After the Prophet: The Epic Story of the Shia-Sunni Split in Islam,Lesley Hazleton,"Hazleton, Lesley",,"=""0385523939""","=""9780385523936""",0,4.09,Doubleday,Hardcover,256.0,2009.0,2009.0,,2016/03/18,to-read,to-read (#5),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320463957i/6533039.jpg,images/book-cover/0385523939.jpg
82085,The Power of Positive Thinking,Norman Vincent Peale,"Peale, Norman Vincent",,"=""0743234804""","=""9780743234801""",1,4.14,Touchstone,Paperback,218.0,2003.0,1952.0,2016/03/13,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1657525651i/82085.jpg,images/book-cover/0743234804.jpg
22318382,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,"Schlender, Brent",Rick Tetzeli,"=""0385347405""","=""9780385347402""",0,4.14,Crown Business,Hardcover,464.0,2015.0,2015.0,,2016/02/27,to-read,to-read (#4),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1422811281i/22318382.jpg,images/book-cover/0385347405.jpg
60551,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""0679723005""","=""9780679723004""",0,4.21,Vintage,Mass Market Paperback,163.0,1989.0,1966.0,,2016/02/27,to-read,to-read (#3),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403166178i/60551.jpg,images/book-cover/0679723005.jpg
763362,The One Minute Manager,Kenneth H. Blanchard,"Blanchard, Kenneth H.",Spencer Johnson,"=""0688014291""","=""9780688014292""",0,3.95,William Morrow,Hardcover,111.0,2003.0,1981.0,,2016/02/27,to-read,to-read (#2),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348155441i/763362.jpg,images/book-cover/0688014291.jpg
160830,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,Seth Godin,"Godin, Seth",,"=""1591841003""","=""9781591841005""",0,3.88,Portfolio Hardcover,Hardcover,208.0,2005.0,2005.0,,2016/02/27,to-read,to-read (#1),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1420382656i/160830.jpg,images/book-cover/1591841003.jpg
180116,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Anthony Robbins,"Robbins, Anthony","Tony Robbins, Frederick L. Covan","=""0671791540""","=""9780671791544""",5,4.15,Simon  Schuster,Paperback,544.0,1992.0,1992.0,2016/01/01,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1415677371i/180116.jpg,images/book-cover/0671791540.jpg
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",5,4.16,Free Press,Paperback,372.0,2004.0,1989.0,2016/01/01,2016/02/27,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072.jpg,images/book-cover/0743269519.jpg
3113980,"You Can Draw in 30 Days: The Fun, Easy Way to Learn to Draw in One Month or Less",Mark Kistler,"Kistler, Mark",,"=""0738212415""","=""9780738212418""",4,4.25,Balance,Paperback,256.0,2011.0,2008.0,,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328829368i/3113980.jpg,images/book-cover/0738212415.jpg
17281319,UX Design For Startups,Marcin Treder,"Treder, Marcin",UXpin,"=""""","=""""",3,3.69,,ebook,127.0,,,,2016/02/27,,,read,,,,1,1,,
6728983,Logo Design Love: A Guide to Creating Iconic Brand Identities,David  Airey,"Airey, David",,"=""0321660765""","=""9780321660763""",4,4.2,Adams Media,Paperback,220.0,2011.0,2009.0,,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347407513i/6728983.jpg,images/book-cover/0321660765.jpg
1005,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon",Arthur R. Pell,"=""1585424331""","=""9781585424337""",5,4.17,Tarcher,Paperback,320.0,2007.0,2014.0,,2016/02/27,,,read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388177008i/1005.jpg,images/book-cover/1585424331.jpg
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",5,3.91,Harmony,ebook,308.0,2007.0,2007.0,,2016/02/27,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442957271i/368593.jpg,images/book-cover/0307353133.jpg
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",5,4.11,Best Business,Hardcover,299.0,2011.0,2011.0,,2016/02/27,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1629999184i/10127019.jpg,images/book-cover/0307887898.jpg
